"identifikaator";"tegevusvaldkond";"tyyp";"ministeerium";"allasutus";"makse";"link";"variable";"value";"kanal";"naitaja"
"RA-009";"Arhiivindus";"Publikatsioon";"Haridus- ja Teadusministeeriumi haldusala";"Rahvusarhiiv";"Teenustasu";"http://www.ra.ee/et/publikatsioonid/";"Letiteenus.osutamistearv";NA;"Letiteenus";"osutamistearv"
"TJA-025";"Ohutus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/kohustuslik-dokumentatsioon-3/";"Letiteenus.rahulolu";0;"Letiteenus";"rahulolu"
"TJA-026";"Ohutus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/kohustuslik-dokumentatsioon-3/";"Letiteenus.rahulolu";0;"Letiteenus";"rahulolu"
"TJA-027";"Ohutus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/kohustuslik-dokumentatsioon-3/";"Letiteenus.rahulolu";0;"Letiteenus";"rahulolu"
"TJA-031";"Ohutus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"https://www.riigiteataja.ee/akt/112072014101";"Letiteenus.rahulolu";0;"Letiteenus";"rahulolu"
"TJA-032";"Ohutus";"Kinnitus / tõend";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/poordu-ameti-poole";"Letiteenus.rahulolu";0;"Letiteenus";"rahulolu"
"TJA-033";"Ohutus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/poordu-ameti-poole";"Letiteenus.rahulolu";0;"Letiteenus";"rahulolu"
"TJA-034";"Ohutus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Kliendile tasuta";"http://www.tja.ee/poordu-ameti-poole";"Letiteenus.rahulolu";0;"Letiteenus";"rahulolu"
"TJA-038";"Töökeskkond ja personal";"Teabenõue/Märgukiri/Vaie";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Kliendile tasuta";"http://www.tja.ee/onnetused-ja-haireteated/";"Letiteenus.rahulolu";0;"Letiteenus";"rahulolu"
"TJA-075";"Transport";"Kinnitus / tõend";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/public/documents/TJA/Infomaterjalid/TJA_Raudteerajatised_WEB.pdf";"Letiteenus.rahulolu";0;"Letiteenus";"rahulolu"
"VTA-005";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://adam.vta.ee/teenused/info/dokumendid/teenusstandardid/laevapereta_prahitud_laevade_registri_muudatus_ja_kustutamine.pdf";"Letiteenus.rahulolu";0;"Letiteenus";"rahulolu"
"VTA-007";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.vta.ee/riigiloivud/";"Letiteenus.rahulolu";0;"Letiteenus";"rahulolu"
"VTA-008";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.vta.ee/riigiloivud/";"Letiteenus.rahulolu";0;"Letiteenus";"rahulolu"
"VTA-009";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.vta.ee/riigiloivud/";"Letiteenus.rahulolu";0;"Letiteenus";"rahulolu"
"VTA-011";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.vta.ee/riigiloivud/";"Letiteenus.rahulolu";0;"Letiteenus";"rahulolu"
"VTA-012";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.vta.ee/riigiloivud/";"Letiteenus.rahulolu";0;"Letiteenus";"rahulolu"
"VTA-013";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.vta.ee/riigiloivud/";"Letiteenus.rahulolu";0;"Letiteenus";"rahulolu"
"VTA-014";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.vta.ee/riigiloivud/";"Letiteenus.rahulolu";0;"Letiteenus";"rahulolu"
"VTA-015";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.vta.ee/riigiloivud/";"Letiteenus.rahulolu";0;"Letiteenus";"rahulolu"
"VTA-018";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.vta.ee/riigiloivud/";"Letiteenus.rahulolu";0;"Letiteenus";"rahulolu"
"VTA-020";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.vta.ee/riigiloivud/";"Letiteenus.rahulolu";0;"Letiteenus";"rahulolu"
"VTA-021";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.vta.ee/riigiloivud/";"Letiteenus.rahulolu";0;"Letiteenus";"rahulolu"
"VTA-022";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.vta.ee/riigiloivud/";"Letiteenus.rahulolu";0;"Letiteenus";"rahulolu"
"VTA-023";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Kliendile tasuta";"http://adam.vta.ee/teenused/info/dokumendid/teenusstandardid/ajutise_liputunnistuse_valjastamine.pdf";"Letiteenus.rahulolu";0;"Letiteenus";"rahulolu"
"VTA-024";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Kliendile tasuta";"http://www.vta.ee/riigiloivud/";"Letiteenus.rahulolu";0;"Letiteenus";"rahulolu"
"VTA-025";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Kliendile tasuta";"http://adam.vta.ee/teenused/info/dokumendid/teenusstandardid/laeva_nime_kooskolastamise_teenusstandard.pdf";"Letiteenus.rahulolu";0;"Letiteenus";"rahulolu"
"VTA-026";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Kliendile tasuta";"http://adam.vta.ee/teenused/info/dokumendid/teenusstandardid/vaiksema_kui_50_laevajuhi_teenusstandard.pdf";"Letiteenus.rahulolu";0;"Letiteenus";"rahulolu"
"VTA-027";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Kliendile tasuta";"http://adam.vta.ee/teenused/info/dokumendid/teenusstandardid/ohutusalase_turva_tuletorje_ja_tankeri_tunnistuse_teenusstandard.pdf";"Letiteenus.rahulolu";0;"Letiteenus";"rahulolu"
"VTA-028";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Kliendile tasuta";"http://adam.vta.ee/teenused/info/dokumendid/teenusstandardid/elektrimehaaniku_teenusstandard.pdf";"Letiteenus.rahulolu";0;"Letiteenus";"rahulolu"
"VTA-029";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Kliendile tasuta";"http://adam.vta.ee/teenused/info/dokumendid/teenusstandardid/vaiksema_kui_3000_ning_suurema_teise_mehaaniku_teenusstandard.pdf";"Letiteenus.rahulolu";0;"Letiteenus";"rahulolu"
"VTA-030";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://adam.vta.ee/teenused/info/dokumendid/teenusstandardid/vaiksema_3000_ja_suurema_3000_vanemtuurimehe_teenusstandard.pdf";"Letiteenus.rahulolu";0;"Letiteenus";"rahulolu"
"VTA-031";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Teenustasu";"http://adam.vta.ee/teenused/info/dokumendid/teenusstandardid/vanemmehaanik_kuni_750kW_teenusstandard.pdf";"Letiteenus.rahulolu";0;"Letiteenus";"rahulolu"
"VTA-032";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://adam.vta.ee/teenused/info/dokumendid/teenusstandardid/vaiksema_kui_500_vahituurimehe_teenusstandard.pdf";"Letiteenus.rahulolu";0;"Letiteenus";"rahulolu"
"VTA-033";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Kliendile tasuta";"http://adam.vta.ee/teenused/info/dokumendid/teenusstandardid/vaiksema_kui_500_kapteni_teenusstandard.pdf";"Letiteenus.rahulolu";0;"Letiteenus";"rahulolu"
"VTA-034";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://adam.vta.ee/teenused/info/dokumendid/teenusstandardid/vaiksema_kui_200_vahituurimehe_teenusstandard.pdf";"Letiteenus.rahulolu";0;"Letiteenus";"rahulolu"
"VTA-035";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Kliendile tasuta";"http://adam.vta.ee/teenused/info/dokumendid/teenusstandardid/raadioside_operaatori_teenusstandard.pdf";"Letiteenus.rahulolu";0;"Letiteenus";"rahulolu"
"VTA-036";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Kliendile tasuta";"http://adam.vta.ee/teenused/info/dokumendid/teenusstandardid/paastevahendite_vanema_jne_teenusstandard.pdf";"Letiteenus.rahulolu";0;"Letiteenus";"rahulolu"
"VTA-037";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Kliendile tasuta";"http://adam.vta.ee/teenused/info/dokumendid/teenusstandardid/motoristi_elektriku_ja_masinisti_tunnistuse_teenusstandard.pdf";"Letiteenus.rahulolu";0;"Letiteenus";"rahulolu"
"VTA-038";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Kliendile tasuta";"http://adam.vta.ee/teenused/info/dokumendid/teenusstandardid/madruse_vahimadruse_jne_tunnistuste_teenusstandard.pdf";"Letiteenus.rahulolu";0;"Letiteenus";"rahulolu"
"VTA-039";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Kliendile tasuta";"http://adam.vta.ee/teenused/info/dokumendid/teenusstandardid/lootsi_ja_lootsitasoidu_eksami_teenusstandard.pdf";"Letiteenus.rahulolu";0;"Letiteenus";"rahulolu"
"VTA-040";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Kliendile tasuta";"http://adam.vta.ee/teenused/info/dokumendid/teenusstandardid/laevakoka_teenusstandard.pdf";"Letiteenus.rahulolu";0;"Letiteenus";"rahulolu"
"VTA-041";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Kliendile tasuta";"http://adam.vta.ee/teenused/info/dokumendid/teenusstandardid/vanemmehaaniku_teenusstandard.pdf";"Letiteenus.rahulolu";0;"Letiteenus";"rahulolu"
"VTA-042";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://adam.vta.ee/teenused/info/dokumendid/teenusstandardid/vahituurimehe_teenusstandard.pdf";"Letiteenus.rahulolu";0;"Letiteenus";"rahulolu"
"VTA-043";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Kliendile tasuta";"http://adam.vta.ee/teenused/info/dokumendid/teenusstandardid/raadioelektrooniku_teenusstandard.pdf";"Letiteenus.rahulolu";0;"Letiteenus";"rahulolu"
"VTA-044";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Kliendile tasuta";"http://adam.vta.ee/teenused/info/dokumendid/teenusstandardid/vahimehaaniku_teenusstandard.pdf";"Letiteenus.rahulolu";0;"Letiteenus";"rahulolu"
"VTA-045";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Kliendile tasuta";"http://adam.vta.ee/teenused/info/dokumendid/teenusstandardid/kapteni_teenusstandard.pdf";"Letiteenus.rahulolu";0;"Letiteenus";"rahulolu"
"VTA-046";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Kliendile tasuta";"http://adam.vta.ee/teenused/info/dokumendid/teenusstandardid/kapteni_teenusstandard.pdf";"Letiteenus.rahulolu";0;"Letiteenus";"rahulolu"
"VTA-047";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Kliendile tasuta";"http://www.vta.ee/navigatsioonimarkide-andmekogu/";"Letiteenus.rahulolu";0;"Letiteenus";"rahulolu"
"LA-006";"Lennundus";"Teabenõue/Märgukiri/Vaie";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Lennuamet";"Kliendile tasuta";"http://www.ecaa.ee/index.php?id=198932";"Letiteenus.rahulolu";0;"Letiteenus";"rahulolu"
"RA-003";"Arhiivindus";"Tellimine";"Haridus- ja Teadusministeeriumi haldusala";"Rahvusarhiiv";"Kliendile tasuta";"http://www.ra.ee/vau/index.php/et/page/article/index?menuId=11";"Letiteenus.rahulolu";NA;"Letiteenus";"rahulolu"
"RA-004";"Arhiivindus";"Tellimine";"Haridus- ja Teadusministeeriumi haldusala";"Rahvusarhiiv";"Teenustasu";"http://www.ra.ee/vau/index.php/et/page/article/index?menuId=12";"Letiteenus.rahulolu";NA;"Letiteenus";"rahulolu"
"RA-005";"Arhiivindus";"Tellimine";"Haridus- ja Teadusministeeriumi haldusala";"Rahvusarhiiv";"Teenustasu";"http://www.ra.ee/vau/index.php/et/page/article/index?menuId=10";"Letiteenus.rahulolu";NA;"Letiteenus";"rahulolu"
"RA-006";"Arhiivindus";"Tellimine";"Haridus- ja Teadusministeeriumi haldusala";"Rahvusarhiiv";"Teenustasu";"http://www.ra.ee/vau/index.php/et/page/article/index?menuId=10";"Letiteenus.rahulolu";NA;"Letiteenus";"rahulolu"
"RA-007";"Arhiivindus";"Kinnitus / tõend";"Haridus- ja Teadusministeeriumi haldusala";"Rahvusarhiiv";"Riigilõiv, riigimaks (tollimaks)";"http://www.ra.ee/vau/index.php/et/page/article/index?menuId=9";"Letiteenus.rahulolu";NA;"Letiteenus";"rahulolu"
"RA-008";"Arhiivindus";"Kinnitus / tõend";"Haridus- ja Teadusministeeriumi haldusala";"Rahvusarhiiv";"Teenustasu";"http://www.ra.ee/vau/index.php/et/page/article/index?menuId=9";"Letiteenus.rahulolu";NA;"Letiteenus";"rahulolu"
"RA-009";"Arhiivindus";"Publikatsioon";"Haridus- ja Teadusministeeriumi haldusala";"Rahvusarhiiv";"Teenustasu";"http://www.ra.ee/et/publikatsioonid/";"Letiteenus.rahulolu";NA;"Letiteenus";"rahulolu"
"TJA-025";"Ohutus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/kohustuslik-dokumentatsioon-3/";"Letiteenus.halduskulu";0;"Letiteenus";"halduskulu"
"TJA-026";"Ohutus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/kohustuslik-dokumentatsioon-3/";"Letiteenus.halduskulu";0;"Letiteenus";"halduskulu"
"TJA-027";"Ohutus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/kohustuslik-dokumentatsioon-3/";"Letiteenus.halduskulu";0;"Letiteenus";"halduskulu"
"TJA-031";"Ohutus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"https://www.riigiteataja.ee/akt/112072014101";"Letiteenus.halduskulu";0;"Letiteenus";"halduskulu"
"TJA-032";"Ohutus";"Kinnitus / tõend";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/poordu-ameti-poole";"Letiteenus.halduskulu";0;"Letiteenus";"halduskulu"
"TJA-033";"Ohutus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/poordu-ameti-poole";"Letiteenus.halduskulu";0;"Letiteenus";"halduskulu"
"TJA-034";"Ohutus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Kliendile tasuta";"http://www.tja.ee/poordu-ameti-poole";"Letiteenus.halduskulu";0;"Letiteenus";"halduskulu"
"TJA-038";"Töökeskkond ja personal";"Teabenõue/Märgukiri/Vaie";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Kliendile tasuta";"http://www.tja.ee/onnetused-ja-haireteated/";"Letiteenus.halduskulu";0;"Letiteenus";"halduskulu"
"TJA-075";"Transport";"Kinnitus / tõend";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Tehnilise Järelevalve Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.tja.ee/public/documents/TJA/Infomaterjalid/TJA_Raudteerajatised_WEB.pdf";"Letiteenus.halduskulu";0;"Letiteenus";"halduskulu"
"VTA-005";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://adam.vta.ee/teenused/info/dokumendid/teenusstandardid/laevapereta_prahitud_laevade_registri_muudatus_ja_kustutamine.pdf";"Letiteenus.halduskulu";0;"Letiteenus";"halduskulu"
"VTA-007";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.vta.ee/riigiloivud/";"Letiteenus.halduskulu";0;"Letiteenus";"halduskulu"
"VTA-008";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.vta.ee/riigiloivud/";"Letiteenus.halduskulu";0;"Letiteenus";"halduskulu"
"VTA-009";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.vta.ee/riigiloivud/";"Letiteenus.halduskulu";0;"Letiteenus";"halduskulu"
"VTA-011";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.vta.ee/riigiloivud/";"Letiteenus.halduskulu";0;"Letiteenus";"halduskulu"
"VTA-012";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.vta.ee/riigiloivud/";"Letiteenus.halduskulu";0;"Letiteenus";"halduskulu"
"VTA-013";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.vta.ee/riigiloivud/";"Letiteenus.halduskulu";0;"Letiteenus";"halduskulu"
"VTA-014";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.vta.ee/riigiloivud/";"Letiteenus.halduskulu";0;"Letiteenus";"halduskulu"
"VTA-015";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.vta.ee/riigiloivud/";"Letiteenus.halduskulu";0;"Letiteenus";"halduskulu"
"VTA-018";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.vta.ee/riigiloivud/";"Letiteenus.halduskulu";0;"Letiteenus";"halduskulu"
"VTA-020";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.vta.ee/riigiloivud/";"Letiteenus.halduskulu";0;"Letiteenus";"halduskulu"
"VTA-021";"Merendus";"Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus";"Majandus- ja Kommunikatsiooniministeeriumi haldusala";"Veeteede Amet";"Riigilõiv, riigimaks (tollimaks)";"http://www.vta.ee/riigiloivud/";"Letiteenus.halduskulu";0;"Letiteenus";"halduskulu"
