"nimetus";"allasutus";"link";"variable";"value";"kanal";"naitaja"
"Lennunduskoolituste taotluste esitamine";"Lennuamet";"http://www.ecaa.ee/index.php?id=198932";"Post.osutamistearv";0;"Post";"osutamistearv"
"Lennundustehnika taotluste esitamine";"Lennuamet";"http://www.ecaa.ee/index.php?id=198932";"Post.osutamistearv";0;"Post";"osutamistearv"
"Aeronavigatsiooniteenuse osutaja sertifikaadi taotluse esitamine";"Lennuamet";"http://www.ecaa.ee/index.php?id=198932";"Post.osutamistearv";0;"Post";"osutamistearv"
"Lennujuhtimis- ja raadionavigatsiooniseadmete sertifitseermise taotluse esitamine";"Lennuamet";"http://www.ecaa.ee/index.php?id=198932";"Post.osutamistearv";0;"Post";"osutamistearv"
"Lennuvälja või kopteriväljaku sertifikaadi taotluse esitamine";"Lennuamet";"http://www.ecaa.ee/index.php?id=198932";"Post.osutamistearv";0;"Post";"osutamistearv"
"Kõrgehitiste ja rajatiste kooskõlastamine";"Lennuamet";"http://www.ecaa.ee/index.php?id=198932";"Post.osutamistearv";0;"Post";"osutamistearv"
"Funktsionaalsetesse süsteemidesse tehtavatest muudatustest teatamine";"Lennuamet";"http://www.ecaa.ee/index.php?id=198932";"Post.osutamistearv";0;"Post";"osutamistearv"
"Lennuettevõtja sertifikaadi taotlemine";"Lennuamet";"http://www.ecaa.ee/index.php?id=198932";"Post.osutamistearv";0;"Post";"osutamistearv"
"Majandustegevusteade alkohoolse joogi hulgimüügiks";"Majandus- ja Kommunikatsiooniministeerium";"http://mtr.mkm.ee";"Post.osutamistearv";NA;"Post";"osutamistearv"
"Majandustegevusteade tubakatoote jaemüügiks";"Majandus- ja Kommunikatsiooniministeerium";"http://mtr.mkm.ee";"Post.osutamistearv";NA;"Post";"osutamistearv"
"Majandustegevusteade tubakatoote hulgimüügiks";"Majandus- ja Kommunikatsiooniministeerium";"http://mtr.mkm.ee";"Post.osutamistearv";NA;"Post";"osutamistearv"
"Majandustegevusteade kahjuritõrjega tegelemiseks";"Majandus- ja Kommunikatsiooniministeerium";"http://mtr.mkm.ee";"Post.osutamistearv";NA;"Post";"osutamistearv"
"Majandustegevusteade ehitamiseks";"Majandus- ja Kommunikatsiooniministeerium";"http://mtr.mkm.ee";"Post.osutamistearv";NA;"Post";"osutamistearv"
"Majandustegevusteade sideteenuse osutamiseks";"Majandus- ja Kommunikatsiooniministeerium";"http://mtr.mkm.ee";"Post.osutamistearv";NA;"Post";"osutamistearv"
"Majandustegevusteade kaubandusliku loterii korraldamiseks";"Majandus- ja Kommunikatsiooniministeerium";"http://mtr.mkm.ee";"Post.osutamistearv";NA;"Post";"osutamistearv"
"Majandustegevusteade tulekustuti hooldamiseks ja tuletõrje voolikusüsteemi kontrollimiseks ja hooldamiseks";"Majandus- ja Kommunikatsiooniministeerium";"http://mtr.mkm.ee";"Post.osutamistearv";NA;"Post";"osutamistearv"
"Majandustegevusteade reisiettevõtjana tegutsemisks";"Majandus- ja Kommunikatsiooniministeerium";"http://mtr.mkm.ee";"Post.osutamistearv";NA;"Post";"osutamistearv"
"Majandustegevusteade renditööjõu vahendamiseks ja tööjõu pakkumiseks";"Majandus- ja Kommunikatsiooniministeerium";"http://mtr.mkm.ee";"Post.osutamistearv";NA;"Post";"osutamistearv"
"Asutuste dokumendi- ja arhiivihaldusealane nõustamine";"Rahvusarhiiv";"http://www.ra.ee/et/noustamine/";"Post.osutamistearv";NA;"Post";"osutamistearv"
"Avalike asutuste dokumentide hindamine (arhiiviväärtusliku ainese väljaselgitamine)";"Rahvusarhiiv";"http://www.ra.ee/et/hindamine/";"Post.osutamistearv";NA;"Post";"osutamistearv"
"Avalike arhivaalide kogumine";"Rahvusarhiiv";"http://www.ra.ee/et/kogumine/";"Post.osutamistearv";NA;"Post";"osutamistearv"
"Eraõiguslike isikute dokumentide hindamine";"Rahvusarhiiv";"http://www.ra.ee/et/hindamine/";"Post.osutamistearv";NA;"Post";"osutamistearv"
"Paigalidse või seadmega toimunud õnnetusest teavitamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/onnetused-ja-haireteated/";"Post.rahulolu";0;"Post";"rahulolu"
"Numbriloa väljastamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/numbriluba/";"Post.rahulolu";0;"Post";"rahulolu"
"Numbriloa pikendamine / ennistamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/numbriluba/";"Post.rahulolu";0;"Post";"rahulolu"
"Numbriloa muutmine";"Tehnilise Järelevalve Amet";"https://www.riigiteataja.ee/akt/130122014007";"Post.rahulolu";0;"Post";"rahulolu"
"Laevapereta prahitud laevade registri kande muudatuse tegemine ja registrist kustutamine";"Veeteede Amet";"http://adam.vta.ee/teenused/info/dokumendid/teenusstandardid/laevapereta_prahitud_laevade_registri_muudatus_ja_kustutamine.pdf";"Post.rahulolu";0;"Post";"rahulolu"
"Laeva kandmine laevapereta prahitud laevade registrisse koos ajutise liputunnistuse väljastamisega";"Veeteede Amet";"http://adam.vta.ee/teenused/info/dokumendid/teenusstandardid/ajutise_liputunnistuse_valjastamine.pdf";"Post.rahulolu";0;"Post";"rahulolu"
"Laeva nime kooskõlastamine";"Veeteede Amet";"http://adam.vta.ee/teenused/info/dokumendid/teenusstandardid/laeva_nime_kooskolastamise_teenusstandard.pdf";"Post.rahulolu";0;"Post";"rahulolu"
"Raudteeseaduse tegevuslubade taotlemine";"Konkurentsiamet";"http://www.konkurentsiamet.ee/?id=16544";"Post.rahulolu";0;"Post";"rahulolu"
"Elektrituruseaduse tegevuslubade taotlemine";"Konkurentsiamet";"http://www.konkurentsiamet.ee/index.php?id=27112";"Post.rahulolu";0;"Post";"rahulolu"
"Gaasiettevõtja tegevusloa taotlemine";"Konkurentsiamet";"http://www.konkurentsiamet.ee/index.php?id=27124";"Post.rahulolu";0;"Post";"rahulolu"
"Soojusettevõtja tegevuslubade taotlemine";"Konkurentsiamet";"http://www.konkurentsiamet.ee/index.php?id=27125";"Post.rahulolu";0;"Post";"rahulolu"
"Postiteenuse tegevusloa taotlemine";"Konkurentsiamet";"http://www.konkurentsiamet.ee/index.php?id=11084";"Post.rahulolu";0;"Post";"rahulolu"
"Lennumeeskonna liikmete lubade taotlemine";"Lennuamet";"http://www.ecaa.ee/index.php?id=198932";"Post.rahulolu";0;"Post";"rahulolu"
"Kontrollpiloodi tunnistuste ja lubade taotlemine";"Lennuamet";"http://www.ecaa.ee/index.php?id=198932";"Post.rahulolu";0;"Post";"rahulolu"
"Lennujuhi loa taotlemine";"Lennuamet";"http://www.ecaa.ee/index.php?id=198932";"Post.rahulolu";0;"Post";"rahulolu"
"Tervisekontrolli taotluste esitamine";"Lennuamet";"http://www.ecaa.ee/index.php?id=198932";"Post.rahulolu";0;"Post";"rahulolu"
"Lennunduskoolituste taotluste esitamine";"Lennuamet";"http://www.ecaa.ee/index.php?id=198932";"Post.rahulolu";0;"Post";"rahulolu"
"Lennundustehnika taotluste esitamine";"Lennuamet";"http://www.ecaa.ee/index.php?id=198932";"Post.rahulolu";0;"Post";"rahulolu"
"Aeronavigatsiooniteenuse osutaja sertifikaadi taotluse esitamine";"Lennuamet";"http://www.ecaa.ee/index.php?id=198932";"Post.rahulolu";0;"Post";"rahulolu"
"Lennujuhtimis- ja raadionavigatsiooniseadmete sertifitseermise taotluse esitamine";"Lennuamet";"http://www.ecaa.ee/index.php?id=198932";"Post.rahulolu";0;"Post";"rahulolu"
"Lennuvälja või kopteriväljaku sertifikaadi taotluse esitamine";"Lennuamet";"http://www.ecaa.ee/index.php?id=198932";"Post.rahulolu";0;"Post";"rahulolu"
"Kõrgehitiste ja rajatiste kooskõlastamine";"Lennuamet";"http://www.ecaa.ee/index.php?id=198932";"Post.rahulolu";0;"Post";"rahulolu"
"Funktsionaalsetesse süsteemidesse tehtavatest muudatustest teatamine";"Lennuamet";"http://www.ecaa.ee/index.php?id=198932";"Post.rahulolu";0;"Post";"rahulolu"
"Lennuettevõtja sertifikaadi taotlemine";"Lennuamet";"http://www.ecaa.ee/index.php?id=198932";"Post.rahulolu";0;"Post";"rahulolu"
"Majandustegevusteade alkohoolse joogi hulgimüügiks";"Majandus- ja Kommunikatsiooniministeerium";"http://mtr.mkm.ee";"Post.rahulolu";NA;"Post";"rahulolu"
"Majandustegevusteade tubakatoote jaemüügiks";"Majandus- ja Kommunikatsiooniministeerium";"http://mtr.mkm.ee";"Post.rahulolu";NA;"Post";"rahulolu"
"Majandustegevusteade tubakatoote hulgimüügiks";"Majandus- ja Kommunikatsiooniministeerium";"http://mtr.mkm.ee";"Post.rahulolu";NA;"Post";"rahulolu"
"Majandustegevusteade kahjuritõrjega tegelemiseks";"Majandus- ja Kommunikatsiooniministeerium";"http://mtr.mkm.ee";"Post.rahulolu";NA;"Post";"rahulolu"
"Majandustegevusteade ehitamiseks";"Majandus- ja Kommunikatsiooniministeerium";"http://mtr.mkm.ee";"Post.rahulolu";NA;"Post";"rahulolu"
"Majandustegevusteade sideteenuse osutamiseks";"Majandus- ja Kommunikatsiooniministeerium";"http://mtr.mkm.ee";"Post.rahulolu";NA;"Post";"rahulolu"
"Majandustegevusteade kaubandusliku loterii korraldamiseks";"Majandus- ja Kommunikatsiooniministeerium";"http://mtr.mkm.ee";"Post.rahulolu";NA;"Post";"rahulolu"
"Majandustegevusteade tulekustuti hooldamiseks ja tuletõrje voolikusüsteemi kontrollimiseks ja hooldamiseks";"Majandus- ja Kommunikatsiooniministeerium";"http://mtr.mkm.ee";"Post.rahulolu";NA;"Post";"rahulolu"
"Majandustegevusteade reisiettevõtjana tegutsemisks";"Majandus- ja Kommunikatsiooniministeerium";"http://mtr.mkm.ee";"Post.rahulolu";NA;"Post";"rahulolu"
"Majandustegevusteade renditööjõu vahendamiseks ja tööjõu pakkumiseks";"Majandus- ja Kommunikatsiooniministeerium";"http://mtr.mkm.ee";"Post.rahulolu";NA;"Post";"rahulolu"
"Asutuste dokumendi- ja arhiivihaldusealane nõustamine";"Rahvusarhiiv";"http://www.ra.ee/et/noustamine/";"Post.rahulolu";NA;"Post";"rahulolu"
"Avalike asutuste dokumentide hindamine (arhiiviväärtusliku ainese väljaselgitamine)";"Rahvusarhiiv";"http://www.ra.ee/et/hindamine/";"Post.rahulolu";NA;"Post";"rahulolu"
"Avalike arhivaalide kogumine";"Rahvusarhiiv";"http://www.ra.ee/et/kogumine/";"Post.rahulolu";NA;"Post";"rahulolu"
"Eraõiguslike isikute dokumentide hindamine";"Rahvusarhiiv";"http://www.ra.ee/et/hindamine/";"Post.rahulolu";NA;"Post";"rahulolu"
"Paigalidse või seadmega toimunud õnnetusest teavitamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/onnetused-ja-haireteated/";"Post.halduskulu";0;"Post";"halduskulu"
"Numbriloa väljastamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/numbriluba/";"Post.halduskulu";0;"Post";"halduskulu"
"Numbriloa pikendamine / ennistamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/numbriluba/";"Post.halduskulu";0;"Post";"halduskulu"
"Numbriloa muutmine";"Tehnilise Järelevalve Amet";"https://www.riigiteataja.ee/akt/130122014007";"Post.halduskulu";0;"Post";"halduskulu"
"Laevapereta prahitud laevade registri kande muudatuse tegemine ja registrist kustutamine";"Veeteede Amet";"http://adam.vta.ee/teenused/info/dokumendid/teenusstandardid/laevapereta_prahitud_laevade_registri_muudatus_ja_kustutamine.pdf";"Post.halduskulu";0;"Post";"halduskulu"
"Laeva kandmine laevapereta prahitud laevade registrisse koos ajutise liputunnistuse väljastamisega";"Veeteede Amet";"http://adam.vta.ee/teenused/info/dokumendid/teenusstandardid/ajutise_liputunnistuse_valjastamine.pdf";"Post.halduskulu";0;"Post";"halduskulu"
"Laeva nime kooskõlastamine";"Veeteede Amet";"http://adam.vta.ee/teenused/info/dokumendid/teenusstandardid/laeva_nime_kooskolastamise_teenusstandard.pdf";"Post.halduskulu";0;"Post";"halduskulu"
"Raudteeseaduse tegevuslubade taotlemine";"Konkurentsiamet";"http://www.konkurentsiamet.ee/?id=16544";"Post.halduskulu";0;"Post";"halduskulu"
"Elektrituruseaduse tegevuslubade taotlemine";"Konkurentsiamet";"http://www.konkurentsiamet.ee/index.php?id=27112";"Post.halduskulu";0;"Post";"halduskulu"
"Gaasiettevõtja tegevusloa taotlemine";"Konkurentsiamet";"http://www.konkurentsiamet.ee/index.php?id=27124";"Post.halduskulu";0;"Post";"halduskulu"
"Soojusettevõtja tegevuslubade taotlemine";"Konkurentsiamet";"http://www.konkurentsiamet.ee/index.php?id=27125";"Post.halduskulu";0;"Post";"halduskulu"
"Postiteenuse tegevusloa taotlemine";"Konkurentsiamet";"http://www.konkurentsiamet.ee/index.php?id=11084";"Post.halduskulu";0;"Post";"halduskulu"
"Lennumeeskonna liikmete lubade taotlemine";"Lennuamet";"http://www.ecaa.ee/index.php?id=198932";"Post.halduskulu";0;"Post";"halduskulu"
"Kontrollpiloodi tunnistuste ja lubade taotlemine";"Lennuamet";"http://www.ecaa.ee/index.php?id=198932";"Post.halduskulu";0;"Post";"halduskulu"
"Lennujuhi loa taotlemine";"Lennuamet";"http://www.ecaa.ee/index.php?id=198932";"Post.halduskulu";0;"Post";"halduskulu"
"Tervisekontrolli taotluste esitamine";"Lennuamet";"http://www.ecaa.ee/index.php?id=198932";"Post.halduskulu";0;"Post";"halduskulu"
"Lennunduskoolituste taotluste esitamine";"Lennuamet";"http://www.ecaa.ee/index.php?id=198932";"Post.halduskulu";0;"Post";"halduskulu"
"Lennundustehnika taotluste esitamine";"Lennuamet";"http://www.ecaa.ee/index.php?id=198932";"Post.halduskulu";0;"Post";"halduskulu"
"Aeronavigatsiooniteenuse osutaja sertifikaadi taotluse esitamine";"Lennuamet";"http://www.ecaa.ee/index.php?id=198932";"Post.halduskulu";0;"Post";"halduskulu"
"Lennujuhtimis- ja raadionavigatsiooniseadmete sertifitseermise taotluse esitamine";"Lennuamet";"http://www.ecaa.ee/index.php?id=198932";"Post.halduskulu";0;"Post";"halduskulu"
"Lennuvälja või kopteriväljaku sertifikaadi taotluse esitamine";"Lennuamet";"http://www.ecaa.ee/index.php?id=198932";"Post.halduskulu";0;"Post";"halduskulu"
"Kõrgehitiste ja rajatiste kooskõlastamine";"Lennuamet";"http://www.ecaa.ee/index.php?id=198932";"Post.halduskulu";0;"Post";"halduskulu"
"Funktsionaalsetesse süsteemidesse tehtavatest muudatustest teatamine";"Lennuamet";"http://www.ecaa.ee/index.php?id=198932";"Post.halduskulu";0;"Post";"halduskulu"
"Lennuettevõtja sertifikaadi taotlemine";"Lennuamet";"http://www.ecaa.ee/index.php?id=198932";"Post.halduskulu";0;"Post";"halduskulu"
"Majandustegevusteade alkohoolse joogi hulgimüügiks";"Majandus- ja Kommunikatsiooniministeerium";"http://mtr.mkm.ee";"Post.halduskulu";NA;"Post";"halduskulu"
"Majandustegevusteade tubakatoote jaemüügiks";"Majandus- ja Kommunikatsiooniministeerium";"http://mtr.mkm.ee";"Post.halduskulu";NA;"Post";"halduskulu"
"Majandustegevusteade tubakatoote hulgimüügiks";"Majandus- ja Kommunikatsiooniministeerium";"http://mtr.mkm.ee";"Post.halduskulu";NA;"Post";"halduskulu"
"Majandustegevusteade kahjuritõrjega tegelemiseks";"Majandus- ja Kommunikatsiooniministeerium";"http://mtr.mkm.ee";"Post.halduskulu";NA;"Post";"halduskulu"
"Majandustegevusteade ehitamiseks";"Majandus- ja Kommunikatsiooniministeerium";"http://mtr.mkm.ee";"Post.halduskulu";NA;"Post";"halduskulu"
"Majandustegevusteade sideteenuse osutamiseks";"Majandus- ja Kommunikatsiooniministeerium";"http://mtr.mkm.ee";"Post.halduskulu";NA;"Post";"halduskulu"
"Majandustegevusteade kaubandusliku loterii korraldamiseks";"Majandus- ja Kommunikatsiooniministeerium";"http://mtr.mkm.ee";"Post.halduskulu";NA;"Post";"halduskulu"
"Majandustegevusteade tulekustuti hooldamiseks ja tuletõrje voolikusüsteemi kontrollimiseks ja hooldamiseks";"Majandus- ja Kommunikatsiooniministeerium";"http://mtr.mkm.ee";"Post.halduskulu";NA;"Post";"halduskulu"
"Majandustegevusteade reisiettevõtjana tegutsemisks";"Majandus- ja Kommunikatsiooniministeerium";"http://mtr.mkm.ee";"Post.halduskulu";NA;"Post";"halduskulu"
"Majandustegevusteade renditööjõu vahendamiseks ja tööjõu pakkumiseks";"Majandus- ja Kommunikatsiooniministeerium";"http://mtr.mkm.ee";"Post.halduskulu";NA;"Post";"halduskulu"
"Asutuste dokumendi- ja arhiivihaldusealane nõustamine";"Rahvusarhiiv";"http://www.ra.ee/et/noustamine/";"Post.halduskulu";NA;"Post";"halduskulu"
"Avalike asutuste dokumentide hindamine (arhiiviväärtusliku ainese väljaselgitamine)";"Rahvusarhiiv";"http://www.ra.ee/et/hindamine/";"Post.halduskulu";NA;"Post";"halduskulu"
"Avalike arhivaalide kogumine";"Rahvusarhiiv";"http://www.ra.ee/et/kogumine/";"Post.halduskulu";NA;"Post";"halduskulu"
"Eraõiguslike isikute dokumentide hindamine";"Rahvusarhiiv";"http://www.ra.ee/et/hindamine/";"Post.halduskulu";NA;"Post";"halduskulu"
"Paigalidse või seadmega toimunud õnnetusest teavitamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/onnetused-ja-haireteated/";"Post.ajakulu";0;"Post";"ajakulu"
"Numbriloa väljastamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/numbriluba/";"Post.ajakulu";0;"Post";"ajakulu"
"Numbriloa pikendamine / ennistamine";"Tehnilise Järelevalve Amet";"http://www.tja.ee/numbriluba/";"Post.ajakulu";0;"Post";"ajakulu"
"Numbriloa muutmine";"Tehnilise Järelevalve Amet";"https://www.riigiteataja.ee/akt/130122014007";"Post.ajakulu";0;"Post";"ajakulu"
"Laevapereta prahitud laevade registri kande muudatuse tegemine ja registrist kustutamine";"Veeteede Amet";"http://adam.vta.ee/teenused/info/dokumendid/teenusstandardid/laevapereta_prahitud_laevade_registri_muudatus_ja_kustutamine.pdf";"Post.ajakulu";0;"Post";"ajakulu"
"Laeva kandmine laevapereta prahitud laevade registrisse koos ajutise liputunnistuse väljastamisega";"Veeteede Amet";"http://adam.vta.ee/teenused/info/dokumendid/teenusstandardid/ajutise_liputunnistuse_valjastamine.pdf";"Post.ajakulu";0;"Post";"ajakulu"
"Laeva nime kooskõlastamine";"Veeteede Amet";"http://adam.vta.ee/teenused/info/dokumendid/teenusstandardid/laeva_nime_kooskolastamise_teenusstandard.pdf";"Post.ajakulu";0;"Post";"ajakulu"
"Raudteeseaduse tegevuslubade taotlemine";"Konkurentsiamet";"http://www.konkurentsiamet.ee/?id=16544";"Post.ajakulu";0;"Post";"ajakulu"
"Elektrituruseaduse tegevuslubade taotlemine";"Konkurentsiamet";"http://www.konkurentsiamet.ee/index.php?id=27112";"Post.ajakulu";0;"Post";"ajakulu"
"Gaasiettevõtja tegevusloa taotlemine";"Konkurentsiamet";"http://www.konkurentsiamet.ee/index.php?id=27124";"Post.ajakulu";0;"Post";"ajakulu"
"Soojusettevõtja tegevuslubade taotlemine";"Konkurentsiamet";"http://www.konkurentsiamet.ee/index.php?id=27125";"Post.ajakulu";0;"Post";"ajakulu"
"Postiteenuse tegevusloa taotlemine";"Konkurentsiamet";"http://www.konkurentsiamet.ee/index.php?id=11084";"Post.ajakulu";0;"Post";"ajakulu"
"Lennumeeskonna liikmete lubade taotlemine";"Lennuamet";"http://www.ecaa.ee/index.php?id=198932";"Post.ajakulu";0;"Post";"ajakulu"
"Kontrollpiloodi tunnistuste ja lubade taotlemine";"Lennuamet";"http://www.ecaa.ee/index.php?id=198932";"Post.ajakulu";0;"Post";"ajakulu"
"Lennujuhi loa taotlemine";"Lennuamet";"http://www.ecaa.ee/index.php?id=198932";"Post.ajakulu";0;"Post";"ajakulu"
"Tervisekontrolli taotluste esitamine";"Lennuamet";"http://www.ecaa.ee/index.php?id=198932";"Post.ajakulu";0;"Post";"ajakulu"
"Lennunduskoolituste taotluste esitamine";"Lennuamet";"http://www.ecaa.ee/index.php?id=198932";"Post.ajakulu";0;"Post";"ajakulu"
"Lennundustehnika taotluste esitamine";"Lennuamet";"http://www.ecaa.ee/index.php?id=198932";"Post.ajakulu";0;"Post";"ajakulu"
"Aeronavigatsiooniteenuse osutaja sertifikaadi taotluse esitamine";"Lennuamet";"http://www.ecaa.ee/index.php?id=198932";"Post.ajakulu";0;"Post";"ajakulu"
"Lennujuhtimis- ja raadionavigatsiooniseadmete sertifitseermise taotluse esitamine";"Lennuamet";"http://www.ecaa.ee/index.php?id=198932";"Post.ajakulu";0;"Post";"ajakulu"
"Lennuvälja või kopteriväljaku sertifikaadi taotluse esitamine";"Lennuamet";"http://www.ecaa.ee/index.php?id=198932";"Post.ajakulu";0;"Post";"ajakulu"
"Kõrgehitiste ja rajatiste kooskõlastamine";"Lennuamet";"http://www.ecaa.ee/index.php?id=198932";"Post.ajakulu";0;"Post";"ajakulu"
"Funktsionaalsetesse süsteemidesse tehtavatest muudatustest teatamine";"Lennuamet";"http://www.ecaa.ee/index.php?id=198932";"Post.ajakulu";0;"Post";"ajakulu"
"Lennuettevõtja sertifikaadi taotlemine";"Lennuamet";"http://www.ecaa.ee/index.php?id=198932";"Post.ajakulu";0;"Post";"ajakulu"
"Majandustegevusteade alkohoolse joogi hulgimüügiks";"Majandus- ja Kommunikatsiooniministeerium";"http://mtr.mkm.ee";"Post.ajakulu";NA;"Post";"ajakulu"
"Majandustegevusteade tubakatoote jaemüügiks";"Majandus- ja Kommunikatsiooniministeerium";"http://mtr.mkm.ee";"Post.ajakulu";NA;"Post";"ajakulu"
"Majandustegevusteade tubakatoote hulgimüügiks";"Majandus- ja Kommunikatsiooniministeerium";"http://mtr.mkm.ee";"Post.ajakulu";NA;"Post";"ajakulu"
"Majandustegevusteade kahjuritõrjega tegelemiseks";"Majandus- ja Kommunikatsiooniministeerium";"http://mtr.mkm.ee";"Post.ajakulu";NA;"Post";"ajakulu"
"Majandustegevusteade ehitamiseks";"Majandus- ja Kommunikatsiooniministeerium";"http://mtr.mkm.ee";"Post.ajakulu";NA;"Post";"ajakulu"
"Majandustegevusteade sideteenuse osutamiseks";"Majandus- ja Kommunikatsiooniministeerium";"http://mtr.mkm.ee";"Post.ajakulu";NA;"Post";"ajakulu"
"Majandustegevusteade kaubandusliku loterii korraldamiseks";"Majandus- ja Kommunikatsiooniministeerium";"http://mtr.mkm.ee";"Post.ajakulu";NA;"Post";"ajakulu"
"Majandustegevusteade tulekustuti hooldamiseks ja tuletõrje voolikusüsteemi kontrollimiseks ja hooldamiseks";"Majandus- ja Kommunikatsiooniministeerium";"http://mtr.mkm.ee";"Post.ajakulu";NA;"Post";"ajakulu"
"Majandustegevusteade reisiettevõtjana tegutsemisks";"Majandus- ja Kommunikatsiooniministeerium";"http://mtr.mkm.ee";"Post.ajakulu";NA;"Post";"ajakulu"
